colorstamp,depthstamp,irstamp,gtstamp
colorstamp,depthstamp,irstamp,gtstamp
colorstamp,depthstamp,irstamp,gtstamp
colorstamp,depthstamp,irstamp,gtstamp
1556356224.006438009,1556356224.003764622,1556356224.012220903,
1556356224.073540203,1556356224.070501081,1556356224.062176081,
1556356224.107056133,1556356224.103870146,1556356224.112289967,
1556356224.173923485,1556356224.170618765,1556356224.162176704,
1556356224.207314722,1556356224.203979723,1556356224.212186286,
1556356224.274307005,1556356224.270717136,1556356224.262177362,
1556356224.307823174,1556356224.304085962,1556356224.312221159,
1556356224.374855034,1556356224.370799057,1556356224.362195385,
1556356224.408370964,1556356224.404157631,1556356224.412177111,
1556356224.475403063,1556356224.470941774,1556356224.462176457,
1556356224.508918993,1556356224.504311316,1556356224.512193909,
1556356224.575951092,1556356224.571080439,1556356224.562175218,
1556356224.609467022,1556356224.604449265,1556356224.612174838,
1556356224.676422350,1556356224.671158306,1556356224.662180651,
1556356224.709817640,1556356224.704529516,1556356224.712178432,
1556356224.776849739,1556356224.771392815,1556356224.762176696,
1556356224.810365669,1556356224.804762833,1556356224.812177135,
1556356224.877395861,1556356224.871500961,1556356224.862177374,
1556356224.910698168,1556356224.904869787,1556356224.912213924,
1556356224.977560513,1556356224.971608870,1556356224.962174288,
1556356225.010738127,1556356225.004852526,1556356225.012198142,
1556356225.077769987,1556356225.071569674,1556356225.062191090,
1556356225.111488811,1556356225.104925863,1556356225.112187135,
1556356225.178520672,1556356225.171645157,1556356225.162178492,
1556356225.212036602,1556356225.205002777,1556356225.212205467,
1556356225.279222004,1556356225.271740906,1556356225.262160121,
1556356225.313031904,1556356225.305122129,1556356225.312179282,
1556356225.380064003,1556356225.371860973,1556356225.362175397,
1556356225.413579933,1556356225.405261747,1556356225.412181125,
1556356225.480318062,1556356225.471994392,1556356225.462179716,
1556356225.513833992,1556356225.505403749,1556356225.512175345,
1556356225.580856792,1556356225.572141878,1556356225.562173742,
1556356225.614077560,1556356225.605959646,1556356225.612177267,
1556356225.681045763,1556356225.672408573,1556356225.662174923,
1556356225.714547865,1556356225.705777637,1556356225.712176498,
1556356225.781476252,1556356225.772445433,1556356225.762180626,
1556356225.814992420,1556356225.805814259,1556356225.812276563,
1556356225.882024281,1556356225.872551434,1556356225.862174661,
1556356225.915499680,1556356225.905849449,1556356225.912170622,
1556356225.982572309,1556356225.972658388,1556356225.962176831,
1556356226.016088240,1556356226.006028406,1556356226.012187013,
1556356226.049604408,1556356226.039397470,1556356226.062177088,
1556356226.116566174,1556356226.106064312,1556356226.112175460,
1556356226.150013201,1556356226.139434330,1556356226.162158094,
1556356226.217045061,1556356226.206160776,1556356226.212176877,
1556356226.250630371,1556356226.239529602,1556356226.262177055,
1556356226.317662231,1556356226.306268684,1556356226.312176282,
1556356226.351184599,1556356226.339543097,1556356226.362179399,
1556356226.418341152,1556356226.406282179,1556356226.412174815,
1556356226.452100508,1556356226.473020069,1556356226.462173941,
1556356226.519167416,1556356226.506369345,1556356226.512177514,
1556356226.552864067,1556356226.573104136,1556356226.562178002,
1556356226.620091908,1556356226.606452934,1556356226.612179489,
1556356226.653646938,1556356226.673180811,1556356226.662176187,
1556356226.720683090,1556356226.706562035,1556356226.712180092,
1556356226.754199020,1556356226.773300163,1556356226.762179146,
1556356226.821187965,1556356226.806670181,1556356226.812177058,
1556356226.854558699,1556356226.873432867,1556356226.862199987,
1556356226.921551220,1556356226.906803362,1556356226.912159180,
1556356226.955067389,1556356226.973542444,1556356226.962174940,
1556356227.022047035,1556356227.006911270,1556356227.012177820,
1556356227.055563204,1556356227.073648922,1556356227.062188759,
1556356227.122579090,1556356227.107017986,1556356227.112174809,
1556356227.156079285,1556356227.173757307,1556356227.162177037,
1556356227.223111383,1556356227.207127325,1556356227.212177352,
1556356227.256612055,1556356227.273811333,1556356227.262175935,
1556356227.323659412,1556356227.307167761,1556356227.312175059,
1556356227.357191078,1556356227.373906843,1556356227.362177511,
1556356227.424223177,1556356227.407275908,1556356227.412175706,
1556356227.457703821,1556356227.474014751,1556356227.462185836,
1556356227.524703733,1556356227.507396214,1556356227.512180075,
1556356227.558219664,1556356227.574154846,1556356227.562177359,
1556356227.625267260,1556356227.607524864,1556356227.612177631,
1556356227.658783190,1556356227.674285643,1556356227.662174954,
1556356227.725795261,1556356227.707846872,1556356227.712175125,
1556356227.759311430,1556356227.774585716,1556356227.762174231,
1556356227.792827360,1556356227.807954781,1556356227.812177752,
1556356227.859826080,1556356227.874693863,1556356227.862744733,
1556356227.893342010,1556356227.908062927,1556356227.912181435,
1556356227.960427038,1556356227.974748604,1556356227.962181561,
1556356227.993943207,1556356228.008118622,1556356228.012178080,
1556356228.060975067,1556356228.074826471,1556356228.062177028,
1556356228.094536774,1556356228.108195536,1556356228.112176362,
1556356228.161658518,1556356228.174911968,1556356228.162181285,
1556356228.195084803,1556356228.208242170,1556356228.212166247,
1556356228.262116663,1556356228.274881594,1556356228.262408184,
1556356228.295632593,1556356228.308186523,1556356228.312202993,
1556356228.362640135,1556356228.374924414,1556356228.362204642,
1556356228.396124594,1556356228.408294432,1556356228.412280197,
1556356228.463156693,1556356228.475032560,1556356228.462175431,
1556356228.496672623,1556356228.508400909,1556356228.512218538,
1556356228.563708059,1556356228.575140469,1556356228.562175961,
1556356228.597220652,1556356228.608533852,1556356228.612312015,
1556356228.664256088,1556356228.675272696,1556356228.662219294,
1556356228.697800152,1556356228.708641760,1556356228.712244585,
1556356228.764923565,1556356228.775379889,1556356228.762400762,
1556356228.798439495,1556356228.808749907,1556356228.812197791,
1556356228.865481607,1556356228.875463001,1556356228.862199426,
1556356228.898997776,1556356228.908813231,1556356228.912717318,
1556356228.966029636,1556356228.975525848,1556356228.962202993,
1556356228.999545805,1556356229.008894913,1556356229.012183172,
1556356229.066553823,1556356229.075623743,1556356229.065362519,
1556356229.100069754,1556356229.108992807,1556356229.112201922,
1556356229.167101852,1556356229.175740950,1556356229.162181325,
1556356229.200617783,1556356229.209129803,1556356229.212257006,
1556356229.267649881,1556356229.275900356,1556356229.262359119,
1556356229.301084749,1556356229.309281580,1556356229.312187603,
1556356229.368116848,1556356229.376033298,1556356229.362181072,
1556356229.401632778,1556356229.409414522,1556356229.412176798,
1556356229.468664877,1556356229.476285927,1556356229.462181262,
1556356229.502180807,1556356229.509654991,1556356229.512194040,
1556356229.568978064,1556356229.576392881,1556356229.562210957,
1556356229.602728836,1556356229.609762899,1556356229.612186622,
1556356229.669649117,1556356229.676501028,1556356229.662176152,
1556356229.703033201,1556356229.709856503,1556356229.712180657,
1556356229.769822113,1556356229.776567451,1556356229.762175275,
1556356229.803338282,1556356229.809904806,1556356229.812176823,
1556356229.870345346,1556356229.876675598,1556356229.862180057,
1556356229.903861277,1556356229.910012714,1556356229.912209975,
1556356229.970864288,1556356229.976750843,1556356229.962176870,
1556356230.004380219,1556356230.010097973,1556356230.012177497,
1556356230.071495049,1556356230.076858751,1556356230.062175340,
1556356230.105010979,1556356230.110236637,1556356230.113339355,
1556356230.172722094,1556356230.176975481,1556356230.162176534,
1556356230.206238024,1556356230.210344545,1556356230.212186763,
1556356230.273270123,1556356230.277083628,1556356230.262182605,
1556356230.306786053,1556356230.310452692,1556356230.312195116,
1556356230.374208681,1556356230.377118341,1556356230.362206847,
1556356230.407724611,1556356230.410461657,1556356230.413080221,
1556356230.474365942,1556356230.477152102,1556356230.462176748,
1556356230.507865183,1556356230.510515205,1556356230.512183545,
1556356230.574467413,1556356230.577238791,1556356230.562176386,
1556356230.607956402,1556356230.610607855,1556356230.612312191,
1556356230.674877159,1556356230.677329294,1556356230.662174644,
1556356230.708344452,1556356230.710715763,1556356230.712195702,
1556356230.775242321,1556356230.777453653,1556356230.762178966,
1556356230.808717720,1556356230.810823671,1556356230.812194625,
1556356230.875790350,1556356230.877578728,1556356230.862174885,
1556356230.909440510,1556356230.910947792,1556356230.912196925,
1556356230.976472609,1556356230.977669708,1556356230.962174477,
1556356231.009988539,1556356231.011055700,1556356231.012209354,
1556356231.076845877,1556356231.077777855,1556356231.062197130,
1556356231.110361807,1556356231.111118309,1556356231.112202580,
1556356231.177317612,1556356231.177903168,1556356231.162178384,
1556356231.210833542,1556356231.211226456,1556356231.212182057,
1556356231.277829878,1556356231.277918331,1556356231.262178102,
1556356231.311342232,1556356231.311274282,1556356231.312185463,
1556356231.344850294,1556356231.344634525,1556356231.362173889,
1556356231.411882393,1556356231.411352865,1556356231.412228897,
1556356231.445398323,1556356231.444721930,1556356231.462178855,
1556356231.512436382,1556356231.511461012,1556356231.512180384,
1556356231.545952312,1556356231.544829838,1556356231.562175513,
1556356231.612989895,1556356231.611560575,1556356231.612184564,
1556356231.646503441,1556356231.644929640,1556356231.662147506,
1556356231.713937513,1556356231.711667053,1556356231.712180926,
1556356231.747867100,1556356231.745027058,1556356231.762177042,
1556356231.814959518,1556356231.811765186,1556356231.812185927,
1556356231.848594658,1556356231.845136158,1556356231.862437396,
1556356231.915818922,1556356231.911875240,1556356231.912193824,
1556356231.949334852,1556356231.945273153,1556356231.962188332,
1556356232.016366951,1556356232.012011997,1556356232.012257786,
1556356232.049690716,1556356232.045382492,1556356232.062177749,
1556356232.116588823,1556356232.112147324,1556356232.112179191,
1556356232.150119535,1556356232.145518057,1556356232.162175351,
1556356232.217463009,1556356232.212276451,1556356232.212254449,
1556356232.250978939,1556356232.245651714,1556356232.262201650,
1556356232.318011038,1556356232.312544100,1556356232.312213574,
1556356232.351851217,1556356232.345971338,1556356232.362207919,
1556356232.418532602,1556356232.412727587,1556356232.412243507,
1556356232.452048771,1556356232.446096413,1556356232.462206049,
1556356232.519038193,1556356232.512834541,1556356232.512197792,
1556356232.552554361,1556356232.546204559,1556356232.562194834,
1556356232.619586222,1556356232.612926237,1556356232.612226210,
1556356232.653060190,1556356232.646294348,1556356232.662193638,
1556356232.719718449,1556356232.713025801,1556356232.712181475,
1556356232.752989046,1556356232.746388189,1556356232.762175549,
1556356232.819935314,1556356232.813049309,1556356232.812175841,
1556356232.853451244,1556356232.846418373,1556356232.862182852,
1556356232.920569174,1556356232.913015358,1556356232.912181542,
1556356232.954330437,1556356232.946357243,1556356232.962199704,
1556356233.021362535,1556356233.013063423,1556356233.012185190,
1556356233.054878466,1556356233.046432249,1556356233.062177123,
1556356233.121579401,1556356233.113171331,1556356233.112189337,
1556356233.154879086,1556356233.146540396,1556356233.162183131,
1556356233.222523443,1556356233.213242762,1556356233.212174732,
1556356233.256039612,1556356233.246611826,1556356233.262183681,
1556356233.322859041,1556356233.313349955,1556356233.312175726,
1556356233.355975143,1556356233.346705667,1556356233.362173906,
1556356233.423007004,1556356233.413400166,1556356233.412175263,
1556356233.456423275,1556356233.446769230,1556356233.462190864,
1556356233.523432009,1556356233.513508074,1556356233.512175730,
1556356233.556947939,1556356233.546877138,1556356233.562175038,
1556356233.624002211,1556356233.613616220,1556356233.612176204,
1556356233.657495968,1556356233.646985046,1556356233.662182303,
1556356233.724435083,1556356233.713723175,1556356233.712178536,
1556356233.758067123,1556356233.747093193,1556356233.762174479,
1556356233.824970953,1556356233.813831083,1556356233.812177674,
1556356233.858499043,1556356233.847194426,1556356233.862178920,
1556356233.925518982,1556356233.913924925,1556356233.912183611,
1556356233.959034912,1556356233.947293751,1556356233.962178867,
1556356234.025992386,1556356234.014025919,1556356234.012175564,
1556356234.059508554,1556356234.047394983,1556356234.062176715,
1556356234.126461021,1556356234.114118807,1556356234.112158600,
1556356234.159977190,1556356234.147487871,1556356234.166860111,
1556356234.226991169,1556356234.214223854,1556356234.212178870,
1556356234.260507338,1556356234.247592680,1556356234.262203423,
1556356234.327557079,1556356234.314301245,1556356234.312177347,
1556356234.361073009,1556356234.347670309,1556356234.362247958,
1556356234.428145639,1556356234.414406530,1556356234.412175936,
1556356234.461675159,1556356234.447775595,1556356234.462449058,
1556356234.528693668,1556356234.514513723,1556356234.512175985,
